model_1_proba,model_2_proba,labels
0.9906875,0.999264,1
0.99990666,0.999027,1
0.9946389,0.998968,1
0.9402137,0.986575,1
0.99977493,0.999186,1
0.9995244,0.999023,1
0.99933296,0.998991,1
0.78405535,0.999042,1
0.9998619,0.999224,1
0.0065995753,0.405958,1
0.9997684,0.999082,1
0.124343246,0.048882,1
0.99931955,0.99936,1
0.5338866,0.997914,1
0.9976915,0.581034,1
0.9994749,0.927763,1
0.9999627,0.999173,1
0.99997544,0.998902,1
0.5128674,0.856093,1
0.99997526,0.999035,1
0.99353886,0.999137,1
0.9916533,0.999345,1
0.96769285,0.998455,1
0.99985003,0.999367,1
0.9998237,0.999131,1
0.99815875,0.998745,1
0.93469787,0.429108,1
0.9958799,0.999372,1
0.9850166,0.999372,1
0.10960457,0.997393,1
0.8567356,0.983185,1
0.9999734,0.99867,1
0.99932563,0.999117,1
0.97969323,0.998635,1
0.03196323,0.862893,1
0.9999517,0.999016,1
0.147264,0.074991,1
0.9999964,0.999349,1
0.99836683,0.998859,1
0.9995477,0.999223,1
0.18679383,0.991938,1
0.9110111,0.999012,1
0.9752703,0.998985,1
0.99991,0.999396,1
0.9999996,0.999214,1
0.9979694,0.999238,1
0.9984707,0.999287,1
0.9902803,0.999035,1
0.999725,0.999394,1
0.9983388,0.998156,1
0.004151672,0.001661,1
0.97850406,0.651916,1
0.9993499,0.99927,1
0.9969971,0.999291,1
0.9784998,0.999106,1
0.9974055,0.999084,1
0.99996245,0.999339,1
0.965078,0.99934,1
0.99990356,0.997668,1
0.9961933,0.999209,1
0.9999256,0.999396,1
0.99999964,0.99889,1
0.9990971,0.999334,1
0.999998,0.999394,1
0.40928155,0.852009,1
0.97324157,0.99594,1
0.88133353,0.999331,1
0.9981774,0.99935,1
0.8962283,0.454321,1
0.99633396,0.998998,1
0.9988295,0.999162,1
0.9998893,0.999109,1
0.8391472,0.999045,1
0.84263337,0.998099,1
0.9996609,0.999149,1
0.9887048,0.99904,1
0.9995272,0.999049,1
0.9986604,0.999302,1
0.99581254,0.999209,1
0.999879,0.99919,1
0.9993682,0.999239,1
0.9979482,0.999376,1
0.95026684,0.966769,1
0.9999793,0.999176,1
0.9968015,0.999231,1
0.98909086,0.998854,1
0.98938805,0.99934,1
0.99243116,0.612458,1
0.99718034,0.985559,1
0.9141085,0.999234,1
0.9990038,0.999303,1
0.9887316,0.942208,1
0.16482699,0.002252,1
0.9974605,0.999187,1
0.9965157,0.99919,1
1.0,0.999083,1
0.9712181,0.999345,1
0.79060555,0.996017,1
0.9847232,0.999271,1
0.99999034,0.999142,1
0.99994284,0.999047,1
0.99921215,0.998173,1
0.9993958,0.998912,1
0.84498465,0.320248,1
0.9915417,0.999154,1
0.9714322,0.434215,1
0.99764776,0.996293,1
0.99276865,0.999266,1
0.995342,0.998784,1
0.99973595,0.998631,1
0.99747443,0.999182,1
0.99989444,0.999283,1
0.072933525,0.999246,1
0.99934244,0.998985,1
0.98706686,0.995713,1
0.9920238,0.99912,1
0.8500899,0.929634,1
0.94774216,0.999351,1
0.9990649,0.861618,1
0.57510227,0.282368,1
0.9888203,0.99894,1
0.9960723,0.999254,1
0.9984511,0.999055,1
0.99996066,0.999083,1
0.9998882,0.999353,1
0.9962505,0.998976,1
0.9994893,0.999231,1
0.99188364,0.999374,1
0.99999684,0.998803,1
0.9995744,0.998987,1
0.99631536,0.99937,1
0.9999356,0.999009,1
0.95040333,0.999198,1
0.9999232,0.957462,1
0.96531016,0.999075,1
0.9977881,0.999057,1
0.99983096,0.999156,1
0.996807,0.999228,1
0.99709713,0.998888,1
0.9999176,0.99924,1
0.44403175,0.91643,1
0.6027347,0.986626,1
0.996327,0.998758,1
0.0016087592,0.057374,1
0.99463236,0.999214,1
0.9998959,0.999094,1
0.7307147,0.999415,1
0.5946846,0.987963,1
0.958025,0.999118,1
0.99913526,0.999318,1
0.99992466,0.998887,1
0.99926794,0.999177,1
0.9932233,0.999115,1
0.7796428,0.857944,1
0.95503205,0.99936,1
0.9998661,0.995589,1
1.0,0.99907,1
0.9968574,0.999432,1
0.99991393,0.999321,1
0.9999927,0.999048,1
0.8565707,0.999318,1
0.99106693,0.997164,1
0.9975859,0.998732,1
0.96659243,0.997898,1
0.99982506,0.999193,1
0.9999205,0.999007,1
0.48330218,0.570569,1
0.869002,0.967703,1
0.9998643,0.999345,1
0.004446,0.322638,1
0.9999971,0.998922,1
0.9891016,0.99865,1
0.99953616,0.998589,1
0.9892683,0.998998,1
0.84104705,0.998904,1
0.9789911,0.999318,1
0.99712455,0.999023,1
0.9851772,0.999234,1
0.9939444,0.999025,1
0.99996626,0.999294,1
0.9669167,0.998733,1
0.9999385,0.99935,1
0.9930117,0.999301,1
0.91568893,0.999284,1
0.9980999,0.999135,1
0.9999942,0.998909,1
0.9950192,0.998805,1
0.9998677,0.995473,1
0.99968714,0.999416,1
0.99999523,0.999014,1
0.9997735,0.999295,1
0.99814224,0.999297,1
0.6012701,0.999193,1
0.86105907,0.997345,1
0.99964815,0.9989,1
0.8338668,0.953121,1
1.0,0.999121,1
0.9994526,0.99937,1
0.9917983,0.994086,1
0.99758554,0.999333,1
0.99999416,0.998961,1
0.99980867,0.997918,1
0.9997655,0.998946,1
0.9999993,0.999105,1
0.997239,0.633517,1
0.9745866,0.939433,1
0.9999894,0.999427,1
0.9999397,0.999221,1
0.99941444,0.999358,1
0.96977115,0.119805,1
0.9965912,0.999266,1
0.9952545,0.998816,1
0.9981835,0.999066,1
0.99974835,0.998789,1
0.8210629,0.999255,1
0.99994767,0.99894,1
0.33793855,0.999354,1
0.947858,0.976283,1
0.99793947,0.999144,1
0.14085618,0.998983,1
0.9267943,0.999165,1
0.4497103,0.999049,1
0.9951911,0.999077,1
0.9995378,0.998081,1
0.9999982,0.999208,1
0.9810426,0.999296,1
0.9987546,0.998661,1
0.9958042,0.999064,1
0.9975114,0.96521,1
0.95517385,0.999134,1
0.99875337,0.998854,1
0.99991,0.999067,1
0.9982224,0.999229,1
0.9995951,0.999199,1
0.9996172,0.996714,1
0.9999629,0.999209,1
0.999459,0.999222,1
0.6087542,0.99932,1
0.9995315,0.999404,1
0.99986947,0.999073,1
0.99509454,0.993252,1
0.9394387,0.008514,1
0.99979556,0.974623,1
0.94764024,0.855877,1
0.9967833,0.999358,1
0.98966074,0.999205,1
0.999483,0.999353,1
0.021299124,0.907405,1
0.9892014,0.011902,1
0.9986708,0.999294,1
0.42332983,0.971964,1
0.22815296,0.887014,1
0.9846934,0.999252,1
0.99778086,0.996178,1
0.9994192,0.991066,1
0.006391108,0.214394,1
0.9976888,0.998944,1
0.99307454,0.998196,1
0.20165667,0.377339,1
0.9999596,0.998942,1
0.9998255,0.99935,1
0.99994016,0.998916,1
0.99986076,0.999106,1
0.99992293,0.999125,1
0.99937814,0.998981,1
0.9999727,0.999423,1
0.99998075,0.99933,1
0.9986155,0.999035,1
0.9978289,0.998841,1
0.998036,0.99932,1
0.94624484,0.999196,1
0.9455849,0.991396,1
0.9999035,0.998789,1
0.990827,0.995498,1
0.0775719,0.997297,1
0.99805516,0.999231,1
0.9998503,0.999114,1
0.9999875,0.999351,1
0.99685025,0.998855,1
0.99998266,0.999354,1
0.9995918,0.999112,1
0.99995875,0.999281,1
0.9948555,0.999275,1
0.9999698,0.999406,1
0.19499746,0.924121,1
0.99550045,0.999299,1
0.97175443,0.999177,1
0.99985135,0.999036,1
0.9692259,0.574163,1
0.6905644,0.148075,1
0.9998672,0.999348,1
0.9999168,0.999066,1
0.9999825,0.999109,1
0.9999421,0.999259,1
0.99932677,0.999296,1
0.99915934,0.997515,1
0.75205004,0.695057,1
0.9781729,0.736508,1
0.9738475,0.999197,1
0.9959645,0.952624,1
0.99834263,0.999183,1
0.72745806,0.489084,1
0.58066154,0.999365,1
0.8962412,0.998609,1
0.8950374,0.999287,1
0.9908588,0.999081,1
0.17025504,0.896793,1
0.98479724,0.999036,1
0.9991629,0.998942,1
0.9873234,0.998079,1
0.9992491,0.998862,1
0.999663,0.999332,1
0.99999964,0.999223,1
0.97937894,0.999305,1
0.999215,0.999302,1
0.9953568,0.999292,1
0.16816622,0.997277,1
0.038019627,0.20889,1
0.91356015,0.999377,1
0.99873805,0.999329,1
0.99344337,0.998484,1
0.15173408,0.815187,1
0.9937,0.999374,1
0.94889474,0.446876,1
0.99948895,0.999156,1
0.99852717,0.998806,1
0.69492394,0.986635,1
0.99762774,0.999483,1
0.9992497,0.999386,1
0.99703336,0.999344,1
0.99997514,0.999276,1
0.99977505,0.998946,1
0.99951106,0.998953,1
0.99742544,0.998928,1
0.99935234,0.99943,1
0.999935,0.999311,1
0.8086506,0.017599,1
0.99775183,0.998719,1
0.9999916,0.998604,1
0.9982665,0.999028,1
0.99726474,0.998744,1
0.9782639,0.998828,1
0.99280727,0.999359,1
0.99859554,0.999119,1
0.9990556,0.999411,1
0.99677455,0.999146,1
0.99998593,0.999295,1
0.9998622,0.997529,1
0.8656627,0.999286,1
0.98565173,0.992235,1
0.91621363,0.999013,1
0.9873071,0.994991,1
0.9927919,0.999352,1
0.9235238,0.074339,1
0.012196213,0.051642,1
0.914052,0.999364,1
0.6907241,0.081044,1
0.97476536,0.190111,1
0.99940324,0.999271,1
0.935226,0.982693,1
0.9864783,0.991853,1
0.9996796,0.999286,1
0.8563155,0.999321,1
0.99837506,0.999085,1
0.8772881,0.313525,1
0.99999934,0.999297,1
0.9998603,0.999401,1
0.9996265,0.999392,1
0.9987818,0.998949,1
0.95544124,0.999281,1
0.9996772,0.998854,1
0.9991429,0.999369,1
0.5166466,0.348704,1
0.9964383,0.997892,1
0.98980093,0.999179,1
0.9887453,0.999119,1
0.9999949,0.999114,1
0.99369085,0.998784,1
0.9986652,0.999358,1
0.99864566,0.999147,1
0.99969333,0.998963,1
0.87449217,0.99915,1
0.9997294,0.999102,1
0.99677026,0.999025,1
0.51099914,0.968433,1
0.9999895,0.999122,1
0.99395144,0.999257,1
0.99926805,0.999218,1
0.99684525,0.999293,1
0.99998665,0.999242,1
0.94459397,0.998603,1
0.9999591,0.998906,1
0.9993453,0.999318,1
0.99983054,0.999014,1
0.8662391,0.99868,1
0.94727564,0.99943,1
0.99995357,0.999132,1
0.999352,0.999314,1
0.99989045,0.999194,1
0.24487823,0.998938,1
0.9997075,0.999394,1
0.9998183,0.99937,1
0.99992335,0.99931,1
0.9981606,0.999209,1
0.80345225,0.934685,1
0.9999156,0.998926,1
0.9566552,0.996529,1
0.9983504,0.981464,1
0.24856725,0.93061,1
0.9997505,0.999297,1
0.9992074,0.996599,1
0.99861723,0.999364,1
0.9998256,0.997712,1
0.99965954,0.99928,1
0.9996257,0.999062,1
1.0,0.998953,1
0.99980474,0.999299,1
0.99725974,0.960591,1
0.9999261,0.999231,1
0.9987246,0.999133,1
0.004573077,0.342665,1
0.9671968,0.999316,1
0.32242054,0.999332,1
0.79992497,0.773779,1
0.10033515,0.970819,1
0.999977,0.999344,1
0.9998847,0.998845,1
0.996122,0.999228,1
0.9745457,0.999201,1
0.99999666,0.999293,1
0.99996066,0.999119,1
0.9992664,0.999325,1
0.9999512,0.993629,1
0.958459,0.998979,1
0.99979174,0.999084,1
0.99998677,0.998896,1
0.9948682,0.999222,1
0.99998176,0.999006,1
0.8749837,0.999232,1
0.99937236,0.999157,1
0.9935708,0.99919,1
0.9997241,0.999196,1
0.9851824,0.966191,1
0.99818575,0.999388,1
0.9898721,0.999187,1
0.99968064,0.99916,1
0.99797344,0.999225,1
0.9998504,0.99926,1
0.9408035,0.998875,1
0.014964849,0.996739,1
0.9901277,0.999293,1
0.99950504,0.999117,1
0.9383968,0.999451,1
0.9989967,0.998766,1
0.99888253,0.998969,1
0.99983567,0.998981,1
0.99864465,0.999081,1
0.9999573,0.99931,1
0.99990416,0.998971,1
0.028586,0.993627,1
0.3567733,0.010942,1
0.9983096,0.998799,1
0.97832036,0.999095,1
0.9892129,0.999192,1
0.9999798,0.999285,1
0.99998355,0.999034,1
0.9999964,0.998948,1
0.66150075,0.730757,1
0.99999905,0.999046,1
0.9999325,0.999398,1
0.40536967,0.997099,1
0.9946116,0.999372,1
0.9998933,0.999376,1
0.99999243,0.998967,1
0.99538255,0.999321,1
0.97098887,0.999053,1
0.99999875,0.999163,1
0.99965847,0.999053,1
0.01555112,0.286321,1
0.9999556,0.999229,1
0.99806786,0.99936,1
0.9997598,0.999138,1
0.99980414,0.99935,1
0.9999523,0.998966,1
0.7134223,0.999313,1
0.9999902,0.999231,1
0.9999107,0.99939,1
0.9976435,0.999139,1
0.040748715,0.998816,1
0.9593328,0.999136,1
0.37869146,0.992013,1
0.943593,0.99894,1
0.99946475,0.999392,1
0.9999943,0.999227,1
0.99132615,0.998972,1
0.43442512,0.940707,1
0.6771384,0.978933,1
0.9999772,0.99936,1
0.9946778,0.999119,1
0.99968183,0.999059,1
0.9803343,0.999227,1
0.9993191,0.999188,1
0.94763315,0.999315,1
0.9665303,0.999405,1
0.9985658,0.999407,1
1.0,0.999223,1
0.011337519,0.913124,1
0.9999742,0.999383,1
0.99894744,0.454523,1
0.9980067,0.9991,1
0.9971993,0.999206,1
0.99661756,0.998908,1
0.45658204,0.997561,1
0.999997,0.999033,1
0.943054,0.972034,1
0.99997675,0.999074,1
0.99986243,0.998996,1
0.99988294,0.999145,1
0.9993118,0.99894,1
0.9665757,0.999322,1
0.9995363,0.99926,1
0.99984354,0.999325,1
0.99950993,0.997021,1
0.9998226,0.999031,1
0.99984086,0.999268,1
0.32626235,0.979483,1
0.3817717,0.9802,1
0.9996637,0.999352,1
0.99936616,0.99936,1
0.99787533,0.999368,1
0.9827945,0.999099,1
0.391779,0.996858,1
0.99829185,0.999374,1
0.99999857,0.999229,1
0.99959296,0.788608,1
0.9998397,0.999232,1
0.04121265,0.614268,1
0.9988327,0.999256,1
0.9064932,0.479448,1
0.12041533,0.322655,1
0.98030233,0.999083,1
0.9999977,0.999138,1
0.98798156,0.999309,1
0.99910647,0.999285,1
0.9999891,0.999216,1
0.9794163,0.999309,1
0.99802315,0.999109,1
0.97850156,0.999168,1
0.9984095,0.99934,1
0.99999017,0.998971,1
0.9999484,0.999191,1
0.9999398,0.998931,1
0.99902564,0.999276,1
0.08690953,0.008054,1
0.9981736,0.999189,1
0.13652846,0.99902,1
0.9882788,0.999257,1
0.5492457,0.611441,1
0.99187225,0.999308,1
0.40610728,0.031881,1
0.14827299,0.999178,1
0.9879997,0.999319,1
0.9982196,0.999373,1
0.99602425,0.915259,1
0.9999845,0.999228,1
0.99961126,0.999165,1
0.9979941,0.999337,1
0.0029512644,0.999387,1
0.99854517,0.999378,1
0.9999892,0.998928,1
0.9997981,0.999326,1
0.9944794,0.999284,1
0.9999927,0.999087,1
0.99665195,0.999276,1
0.478725,0.999329,1
0.9900885,0.99796,1
0.9706029,0.999372,1
0.99470115,0.994216,1
0.9999956,0.999411,1
0.9965222,0.998266,1
0.99993515,0.998905,1
0.76989377,0.999303,1
0.9954272,0.999323,1
0.9995119,0.99893,1
0.90011334,0.999399,1
0.27111685,0.999319,1
1.0,0.999061,1
0.011403114,0.125543,1
0.9959334,0.99929,1
0.94851685,0.926882,1
0.99999607,0.998962,1
0.99931574,0.999442,1
0.27302194,0.999308,1
0.8128253,0.999177,1
0.9561918,0.999224,1
0.92306936,0.999317,1
0.99358404,0.999269,1
0.0146050155,0.998083,1
0.9999976,0.998954,1
0.9991532,0.999138,1
0.99881136,0.999204,1
0.999699,0.999003,1
0.99850833,0.999208,1
0.99966717,0.999287,1
0.989539,0.999196,1
0.41405225,0.235936,1
0.97598314,0.997742,1
0.97699267,0.693097,1
0.9999463,0.998883,1
0.93375504,0.999374,1
0.9837378,0.999291,1
0.9995171,0.999025,1
0.9561771,0.999322,1
0.84316933,0.999283,1
0.9998723,0.999428,1
0.9999763,0.998938,1
0.9999583,0.999246,1
0.9407954,0.999329,1
0.9982121,0.973624,1
0.9967757,0.999307,1
0.9999799,0.998932,1
0.6678281,0.999342,1
0.9606315,0.999217,1
0.9999939,0.999304,1
0.9999876,0.99927,1
0.9890059,0.084806,1
0.99957275,0.999207,1
0.9806471,0.998933,1
0.9866555,0.999317,1
0.36961073,0.999092,1
0.99947596,0.998848,1
0.99972486,0.999279,1
0.99607545,0.999021,1
0.99373853,0.999181,1
0.999858,0.998903,1
0.9998499,0.998961,1
0.97708917,0.999105,1
0.99566776,0.99845,1
0.9916349,0.999333,1
0.9998716,0.996578,1
0.9999542,0.99907,1
0.86272955,0.999303,1
0.9982661,0.999004,1
0.99194115,0.99937,1
0.99019,0.999042,1
0.9950675,0.973652,1
0.992717,0.998692,1
0.9680605,0.999102,1
0.9999423,0.998827,1
0.96784997,0.999301,1
0.99999905,0.999153,1
0.9916754,0.99935,1
0.9876683,0.998546,1
0.011423141,0.167731,1
0.99676156,0.998766,1
0.9999476,0.99895,1
0.9991516,0.999211,1
0.99911714,0.999285,1
0.99975497,0.999196,1
0.26432973,0.125478,1
0.98486125,0.999322,1
0.99991596,0.999163,1
0.9997337,0.999044,1
0.3993108,0.123903,1
0.99417675,0.972894,1
0.9962964,0.999394,1
0.9964248,0.999398,1
0.99697256,0.999304,1
0.9616007,0.998941,1
0.996139,0.998681,1
0.99878764,0.999314,1
0.92538416,0.227399,1
0.8117298,0.992682,1
0.9547118,0.999003,1
0.99987715,0.998635,1
0.99966,0.999354,1
0.9978373,0.998,1
0.06891739,0.999292,1
0.9994748,0.999341,1
0.9957175,0.999126,1
0.9935267,0.997655,1
0.91016364,0.999038,1
0.9998461,0.999149,1
0.99871695,0.999279,1
0.012714624,0.025168,1
0.9973581,0.988456,1
0.9999983,0.992236,1
0.7506501,0.066669,1
0.99989736,0.999023,1
0.9999889,0.999387,1
0.99999046,0.999095,1
0.999943,0.998985,1
0.9522178,0.999408,1
0.8871246,0.154062,1
0.9684268,0.99752,1
0.9620815,0.999352,1
0.99411815,0.799775,1
0.9992829,0.999211,1
0.06892851,0.999381,1
0.9165341,0.213932,1
0.5920021,0.625151,1
0.56557345,0.998482,1
0.36053342,0.991164,1
0.99982446,0.999218,1
0.99997413,0.998968,1
0.9999982,0.999306,1
0.9998139,0.999054,1
0.99997425,0.99892,1
0.9999201,0.989869,1
0.99959326,0.999249,1
0.9976677,0.994418,1
0.009556711,0.637154,1
0.9999862,0.999351,1
0.9979363,0.99934,1
0.99878335,0.999197,1
0.027075559,0.999025,1
0.9999162,0.999106,1
0.96336746,0.990962,1
0.6215881,0.22129,1
0.99999523,0.99927,1
0.9997381,0.99928,1
0.996171,0.99617,1
0.62462384,0.954022,1
0.93851256,0.999171,1
0.9999516,0.999388,1
0.70671237,0.999242,1
0.9898884,0.991179,1
0.9035187,0.99926,1
0.889812,0.999322,1
0.99972486,0.999033,1
0.98574555,0.960006,1
0.99448115,0.999148,1
0.99609095,0.999204,1
0.92547977,0.51179,1
0.9999787,0.99913,1
0.9999657,0.998951,1
0.9957034,0.998767,1
0.7447723,0.979781,1
0.918344,0.998205,1
0.99170023,0.310913,1
0.9998038,0.998866,1
0.9989315,0.999389,1
0.053020358,0.997412,1
0.9963163,0.998963,1
0.75938916,0.998356,1
0.993261,0.999168,1
0.58105654,0.967183,1
0.97909975,0.991861,1
0.99824214,0.999313,1
0.9564688,0.993594,1
0.2848742,0.018543,1
0.95663524,0.499851,1
0.9997955,0.997259,1
0.99993515,0.999259,1
0.9996378,0.999075,1
0.3126597,0.999199,1
0.9437307,0.999259,1
0.9999674,0.999219,1
0.9833406,0.999254,1
0.65977335,0.046405,1
0.99999976,0.999292,1
0.99995625,0.999253,1
0.7041724,0.983569,1
0.65586114,0.999357,1
0.9996636,0.997759,1
0.99996495,0.999318,1
0.93980426,0.999333,1
0.8093308,0.999306,1
0.9897878,0.999311,1
0.62405324,0.077596,1
0.288135,0.998991,1
0.9998361,0.998976,1
0.9999612,0.999167,1
0.38024828,0.999366,1
0.9595506,0.99856,1
0.93318534,0.999233,1
0.97957915,0.998919,1
0.9988073,0.999319,1
0.99999917,0.999348,1
0.9700714,0.99816,1
0.9997143,0.998931,1
0.9951124,0.367496,1
0.9948462,0.99637,1
0.99984074,0.998878,1
0.99951696,0.999196,1
0.9998199,0.999172,1
0.9998541,0.999402,1
0.98955846,0.999348,1
0.9993187,0.999119,1
0.99824405,0.999287,1
0.9991544,0.999091,1
0.9937684,0.795965,1
0.99991953,0.999325,1
0.033310384,0.019065,1
0.99844164,0.999121,1
0.98814386,0.981108,1
0.9994994,0.998796,1
0.99782556,0.999444,1
0.9996121,0.999214,1
0.9748076,0.999043,1
0.9999056,0.999241,1
0.99973,0.999387,1
0.9860547,0.917578,1
0.2284477,0.997988,1
0.99420595,0.998743,1
0.99999815,0.99931,1
0.8892649,0.998985,1
0.9503315,0.998622,1
0.99464375,0.999062,1
0.7881953,0.999287,1
0.9999166,0.999354,1
0.057332516,0.999312,1
0.99696887,0.999317,1
0.99957776,0.999256,1
0.99911064,0.999363,1
0.99988,0.999287,1
0.8571257,0.998635,1
0.53996044,0.99927,1
0.9382627,0.999344,1
0.99955535,0.999288,1
0.6222359,0.999288,1
0.7876712,0.998616,1
0.9911653,0.999096,1
0.99481213,0.998268,1
0.8620921,0.998293,1
0.99245656,0.99837,1
0.9990608,0.999202,1
0.9983717,0.909606,1
0.9997019,0.99909,1
0.0015798509,0.96793,1
0.9975947,0.998964,1
0.9995781,0.998034,1
0.99857503,0.76729,1
0.93799156,0.999289,1
0.99273294,0.94921,1
0.98968875,0.999,1
0.99993896,0.999175,1
0.97202206,0.943081,1
0.9999714,0.998877,1
0.9972612,0.999382,1
0.994519,0.99935,1
0.99938846,0.998989,1
0.99964917,0.999099,1
0.9949804,0.999241,1
0.98901755,0.998742,1
0.9994683,0.999037,1
0.4436355,0.550366,1
0.971831,0.102776,1
0.00024840236,0.013607,1
0.98679936,0.860923,1
0.9999596,0.998899,1
0.9999441,0.999166,1
0.99004483,0.999143,1
0.99716735,0.998953,1
0.9992256,0.999302,1
0.9986355,0.999249,1
0.8024906,0.999412,1
0.99992085,0.981038,1
0.9957719,0.999384,1
0.99998355,0.999367,1
0.9979323,0.999096,1
0.99996537,0.999431,1
0.99866086,0.998685,1
0.0017857552,0.101372,1
0.042980403,0.997652,1
0.9978665,0.994894,1
4.3753116e-06,0.056469,1
0.99907744,0.999039,1
0.7809075,0.176439,1
0.99898255,0.996498,1
0.87673426,0.999147,1
0.99997354,0.993636,1
0.94653904,0.865098,1
0.9998777,0.998831,1
0.9999344,0.998989,1
0.9999354,0.999178,1
0.99998254,0.999301,1
0.9917432,0.999157,1
0.980337,0.999036,1
0.99751097,0.998742,1
0.9212043,0.997842,1
0.99932045,0.999145,1
0.9995695,0.999078,1
0.99978906,0.999414,1
0.98639154,0.99911,1
0.9995837,0.999156,1
0.99885976,0.998736,1
0.9786557,0.9991,1
0.999958,0.999336,1
0.999879,0.999178,1
0.9999621,0.999279,1
0.2887081,0.014851,1
0.20337752,0.567082,1
0.9999093,0.998708,1
0.9999931,0.999118,1
0.9996562,0.99902,1
0.72082204,0.998577,1
0.9999053,0.998899,1
0.99928975,0.999018,1
0.99050385,0.999181,1
0.94307667,0.984041,1
0.7778915,0.999296,1
0.923895,0.999328,1
0.99218434,0.999335,1
0.99998474,0.729187,1
0.25852674,0.240901,1
0.99994624,0.998996,1
0.37485427,0.066905,1
0.9997968,0.999155,1
0.8480295,0.998224,1
0.9999826,0.997165,1
0.9980615,0.999241,1
0.9998987,0.999138,1
0.99972695,0.999147,1
0.9985913,0.998901,1
0.98848486,0.999326,1
0.9856105,0.999019,1
0.508378,0.999308,1
0.9999126,0.998709,1
0.98452765,0.965951,1
0.065327406,0.988808,1
0.9999676,0.999257,1
0.6980802,0.999279,1
0.9998343,0.999151,1
0.9966513,0.998763,1
0.9957205,0.999357,1
0.99990225,0.998971,1
0.9998221,0.999281,1
0.9937928,0.998348,1
0.9981618,0.999425,1
0.9979707,0.99866,1
0.99997437,0.999171,1
0.99736255,0.977415,1
0.8811289,0.998919,1
0.9998981,0.998953,1
0.96338624,0.999091,1
0.9768528,0.995359,1
0.9828061,0.999355,1
0.99998105,0.99913,1
0.7731254,0.984974,1
0.99998593,0.996854,1
0.99998266,0.998792,1
0.7503878,0.990673,1
0.91793305,0.026754,1
0.985745,0.999026,1
0.9650329,0.875898,1
0.87885785,0.999144,1
0.99998605,0.998924,1
0.99700654,0.983542,1
0.014511615,0.996771,1
0.9871752,0.999238,1
0.98979294,0.128226,1
0.90621275,0.069868,1
0.99998724,0.999329,1
0.7154107,0.999271,1
0.9916314,0.999405,1
0.9985736,0.999258,1
0.8878871,0.998275,1
0.9412943,0.795456,1
0.9995674,0.998843,1
0.9934025,0.999214,1
0.9984865,0.999135,1
0.9998524,0.998841,1
0.99881864,0.9993,1
0.9999987,0.99927,1
0.9986886,0.999311,1
0.9909619,0.997978,1
0.9990232,0.99928,1
0.99970096,0.999326,1
0.9994757,0.999407,1
0.9999949,0.999313,1
0.9628804,0.999314,1
0.99886,0.999214,1
0.9987601,0.999342,1
0.99124706,0.998637,1
0.9471027,0.07744,1
0.9996755,0.999156,1
0.90888417,0.998801,1
0.33620784,0.040833,1
0.9908954,0.998806,1
0.9957186,0.999086,1
0.9994956,0.999375,1
0.9539151,0.994146,1
0.9995578,0.998853,1
0.2468149,0.998138,1
0.9914353,0.998856,1
0.99999666,0.998946,1
0.40742034,0.025936,1
0.9471128,0.999227,1
0.999202,0.999089,1
0.9933621,0.999206,1
0.082232326,0.999386,1
0.9941533,0.999294,1
0.99871737,0.999252,1
0.9988172,0.814941,1
0.99520504,0.999228,1
0.99910545,0.9993,1
0.97111416,0.024626,1
0.7556739,0.997737,1
0.99818736,0.999303,1
